Geograghy,AllDeaths,Covid19Deaths,AllDeathsPer100k,Covid19DeathsPer100k,population,percentage_male,percentage_female,percentage_in_houshold,percentage_in_communal,population_density,EthnicWhiteUK,EthnicWhiteIrish,EthnicWhiteGypsy,EthnicWhiteOther,EthnicMixedWBC,EthnicMixedWBA,EthnicMixedWA,EthnicMixedOther,EthnicAsianBI,EthnicAsianBP,EthnicAsianBB,EthnicAsianBC,EthnicAsianOther,EthnicBlackAfrican,EthnicBlackCaribbean,EthnicBlackOther,EthnicArab,EthnicOther,CH4,CO2,HFC,N2O,NF3,PFC,SF6,CO,NMVOC,PM10,PM2.5
E07000039,49,23,51.791018,24.310070,94611,49.600000,50.400000,98.400000,1.600000,2.800000,94.000000,0.400000,0.100000,1.200000,0.500000,0.100000,0.400000,0.200000,1.700000,0.200000,0.000000,0.200000,0.300000,0.200000,0.200000,0.000000,0.000000,0.200000,0.979150,44.407446,2.176629,0.795717,0.000185,0.119094,0.065652,0.154296,0.104178,0.017201,0.010965
E07000040,31,17,23.403822,12.834354,132457,47.800000,52.200000,97.800000,2.200000,1.600000,96.200000,0.400000,0.100000,1.700000,0.200000,0.100000,0.300000,0.200000,0.200000,0.000000,0.100000,0.200000,0.300000,0.100000,0.000000,0.000000,0.000000,0.100000,2.272072,32.487081,2.315202,1.449917,0.000085,0.054892,0.049422,0.116113,0.075340,0.014322,0.007146
E07000041,44,7,37.360006,5.943637,117773,48.600000,51.400000,94.900000,5.100000,25.000000,88.300000,0.500000,0.100000,4.100000,0.300000,0.200000,0.700000,0.400000,0.800000,0.100000,0.200000,1.700000,1.100000,0.400000,0.100000,0.000000,0.600000,0.300000,0.792078,30.674397,2.242076,0.564838,0.000062,0.039890,0.042512,0.090631,0.051800,0.010661,0.005704
E07000042,41,12,52.733119,15.434084,77750,49.000000,51.000000,98.900000,1.100000,0.900000,95.900000,0.400000,0.100000,2.300000,0.200000,0.100000,0.200000,0.100000,0.100000,0.000000,0.000000,0.200000,0.200000,0.100000,0.000000,0.000000,0.000000,0.100000,2.536729,26.570056,1.588674,1.571428,0.000090,0.057686,0.037566,0.097748,0.072170,0.012310,0.006516
E07000043,19,3,20.284625,3.202836,93667,48.600000,51.400000,97.800000,2.200000,0.900000,95.900000,0.300000,0.000000,1.700000,0.300000,0.100000,0.300000,0.100000,0.200000,0.100000,0.100000,0.200000,0.300000,0.100000,0.100000,0.000000,0.100000,0.100000,2.131447,28.809865,1.880192,1.379957,0.000110,0.070949,0.045114,0.111709,0.079771,0.013338,0.007237
E07000044,26,8,31.272552,9.622324,83140,48.300000,51.700000,98.400000,1.600000,0.900000,95.800000,0.400000,0.100000,2.000000,0.200000,0.100000,0.300000,0.200000,0.100000,0.000000,0.100000,0.100000,0.200000,0.100000,0.000000,0.000000,0.100000,0.100000,1.541012,21.492005,1.476856,1.035516,0.000066,0.042468,0.033003,0.082501,0.054420,0.010109,0.005064
E07000045,20,2,16.100467,1.610047,124220,48.400000,51.600000,97.700000,2.300000,1.800000,96.200000,0.400000,0.100000,1.700000,0.200000,0.100000,0.300000,0.200000,0.100000,0.000000,0.100000,0.300000,0.200000,0.000000,0.000000,0.000000,0.000000,0.100000,1.452935,32.828263,2.395096,1.016291,0.000091,0.058313,0.046000,0.119878,0.073098,0.014377,0.007255
E07000046,32,5,50.126098,7.832203,63839,48.800000,51.200000,98.500000,1.500000,0.600000,97.100000,0.300000,0.100000,1.200000,0.200000,0.100000,0.200000,0.200000,0.100000,0.000000,0.000000,0.200000,0.100000,0.000000,0.100000,0.000000,0.000000,0.100000,2.260461,20.065669,1.222096,1.400693,0.000076,0.048749,0.028021,0.080941,0.061026,0.010223,0.005263
E07000047,22,8,41.080798,14.938472,53553,48.800000,51.200000,96.900000,3.100000,0.500000,96.400000,0.400000,0.000000,1.600000,0.200000,0.100000,0.200000,0.200000,0.100000,0.000000,0.000000,0.200000,0.200000,0.000000,0.000000,0.000000,0.100000,0.100000,1.592278,14.705380,0.941804,0.976873,0.000047,0.030470,0.021869,0.054913,0.040658,0.006993,0.003580
E07000061,14,3,14.082807,3.017744,99412,47.800000,52.200000,97.500000,2.500000,22.500000,87.400000,1.000000,0.100000,5.600000,0.400000,0.300000,0.600000,0.500000,0.700000,0.100000,0.300000,0.600000,1.100000,0.500000,0.200000,0.100000,0.200000,0.300000,0.362968,22.725421,1.852155,0.431395,0.000054,0.034909,0.027360,0.077881,0.043524,0.009102,0.004683
E07000062,30,8,33.239524,8.863873,90254,48.800000,51.200000,98.100000,1.900000,30.400000,89.300000,0.800000,0.200000,3.500000,0.700000,0.300000,0.600000,0.500000,0.500000,0.100000,0.300000,0.400000,1.000000,0.700000,0.300000,0.100000,0.200000,0.400000,0.351726,22.705621,1.627872,0.425747,0.000064,0.041406,0.032897,0.085134,0.046831,0.009874,0.005033
E07000063,28,3,28.717360,3.076860,97502,48.600000,51.400000,98.300000,1.700000,3.300000,92.500000,0.800000,0.100000,3.200000,0.300000,0.200000,0.500000,0.300000,0.400000,0.100000,0.200000,0.300000,0.500000,0.300000,0.100000,0.000000,0.100000,0.200000,0.724480,24.146601,1.670004,0.553963,0.000063,0.040395,0.032366,0.086544,0.048128,0.010209,0.005258
E07000064,43,16,47.467656,17.662384,90588,47.500000,52.500000,97.300000,2.700000,1.800000,94.100000,0.700000,0.100000,2.100000,0.300000,0.100000,0.400000,0.300000,0.300000,0.000000,0.100000,0.200000,0.500000,0.200000,0.100000,0.100000,0.100000,0.100000,0.884641,18.892649,1.373159,0.650066,0.000048,0.031157,0.024977,0.074211,0.041843,0.008977,0.004228
E07000065,33,5,22.160293,3.357620,148915,48.200000,51.800000,98.100000,1.900000,1.800000,93.800000,0.600000,0.200000,2.800000,0.200000,0.100000,0.400000,0.200000,0.300000,0.000000,0.100000,0.300000,0.400000,0.100000,0.100000,0.000000,0.100000,0.100000,1.481757,36.544588,2.686296,1.129672,0.000100,0.064099,0.046399,0.145218,0.082306,0.017404,0.008338
E07000066,48,15,27.507636,8.596136,174497,48.500000,51.500000,99.400000,0.600000,15.900000,89.500000,0.800000,0.500000,1.900000,0.600000,0.300000,0.400000,0.400000,1.200000,0.200000,0.200000,0.300000,0.800000,1.900000,0.500000,0.200000,0.100000,0.200000,0.830163,53.473273,3.348163,0.777516,0.000156,0.100201,0.066266,0.197975,0.108004,0.023216,0.012189
E07000067,75,29,50.991270,19.716625,147084,49.000000,51.000000,98.900000,1.100000,2.400000,93.200000,0.700000,0.100000,2.600000,0.400000,0.200000,0.400000,0.300000,0.400000,0.100000,0.100000,0.200000,0.500000,0.400000,0.200000,0.100000,0.000000,0.100000,1.244483,51.196072,3.059766,1.022673,0.000168,0.107917,0.069268,0.190912,0.112284,0.022364,0.012159
E07000068,55,19,74.727246,25.814867,73601,48.300000,51.700000,98.900000,1.100000,4.800000,89.200000,1.300000,0.200000,2.900000,0.500000,0.200000,0.600000,0.400000,1.300000,0.200000,0.200000,0.500000,1.000000,0.700000,0.300000,0.200000,0.100000,0.300000,0.348172,17.050691,1.164288,0.332067,0.000046,0.029525,0.022667,0.066338,0.034621,0.007804,0.003827
E07000069,37,18,42.040200,20.451989,88011,48.800000,51.200000,99.300000,0.700000,19.500000,95.400000,0.600000,0.000000,0.900000,0.400000,0.100000,0.300000,0.200000,0.400000,0.100000,0.100000,0.200000,0.300000,0.400000,0.200000,0.100000,0.000000,0.100000,0.442078,27.330982,1.665702,0.365861,0.000081,0.051836,0.034442,0.106321,0.056152,0.012496,0.006336
E07000070,32,10,19.012536,5.941418,168310,49.300000,50.700000,98.700000,1.300000,5.000000,90.300000,0.900000,0.100000,2.600000,0.500000,0.200000,0.500000,0.400000,1.100000,0.400000,0.300000,0.500000,0.600000,0.800000,0.300000,0.100000,0.200000,0.200000,1.042529,46.899397,3.194151,0.899944,0.000137,0.088014,0.068610,0.172563,0.097790,0.020138,0.010581
E07000071,54,22,31.200527,12.711326,173074,49.300000,50.700000,96.500000,3.500000,5.300000,87.500000,0.700000,0.000000,3.800000,0.500000,0.300000,0.500000,0.500000,0.800000,0.200000,0.200000,1.000000,1.400000,1.000000,0.300000,0.100000,0.600000,0.400000,0.977680,45.760046,3.290534,0.925754,0.000128,0.082156,0.070244,0.163465,0.094055,0.019054,0.010043
E07000072,55,22,44.120360,17.648144,124659,48.500000,51.500000,99.200000,0.800000,3.700000,85.200000,1.100000,0.100000,4.000000,0.700000,0.200000,0.600000,0.600000,2.400000,0.700000,0.200000,0.500000,0.900000,1.000000,0.800000,0.200000,0.100000,0.500000,0.741713,32.325228,2.235161,0.625797,0.000077,0.049282,0.038427,0.125608,0.063763,0.015099,0.007154
E07000073,90,47,109.831104,57.356243,81944,48.400000,51.600000,99.500000,0.500000,26.800000,83.900000,1.100000,0.100000,4.000000,0.800000,0.400000,0.500000,0.500000,1.300000,0.800000,0.500000,1.000000,1.000000,2.800000,0.700000,0.400000,0.200000,0.300000,0.376506,28.839531,1.907635,0.425577,0.000087,0.055821,0.034945,0.098924,0.058501,0.011498,0.006475
E07000074,32,15,51.923607,24.339191,61629,49.400000,50.600000,99.100000,0.900000,1.700000,95.800000,0.600000,0.300000,1.400000,0.200000,0.100000,0.300000,0.200000,0.200000,0.000000,0.100000,0.200000,0.300000,0.100000,0.100000,0.000000,0.000000,0.100000,0.750948,21.052332,1.219715,0.479276,0.000075,0.048022,0.030277,0.083763,0.049543,0.009727,0.005140
E07000075,22,8,26.414687,9.605341,83287,49.000000,51.000000,99.300000,0.700000,4.900000,95.600000,0.600000,0.100000,1.000000,0.400000,0.200000,0.400000,0.200000,0.300000,0.100000,0.100000,0.300000,0.300000,0.300000,0.100000,0.100000,0.000000,0.100000,0.464327,24.156729,1.485247,0.409498,0.000076,0.049085,0.035120,0.094006,0.051871,0.010935,0.005675
E07000076,27,10,19.558414,7.243857,138048,47.900000,52.100000,98.400000,1.600000,4.100000,95.400000,0.700000,0.000000,1.400000,0.400000,0.100000,0.300000,0.200000,0.200000,0.000000,0.100000,0.300000,0.300000,0.200000,0.100000,0.000000,0.000000,0.100000,1.070275,36.275017,2.354353,0.861626,0.000089,0.057445,0.040387,0.121224,0.070195,0.014761,0.007821
E07000077,78,28,98.183603,35.245396,79443,49.300000,50.700000,98.600000,1.400000,1.200000,92.300000,0.800000,0.200000,3.400000,0.300000,0.200000,0.500000,0.300000,0.400000,0.100000,0.200000,0.300000,0.500000,0.200000,0.200000,0.100000,0.100000,0.200000,0.824344,25.663922,1.575930,0.649183,0.000079,0.050997,0.033890,0.093000,0.056050,0.011062,0.005994
E07000078,22,9,19.009436,7.776587,115732,48.800000,51.200000,96.900000,3.100000,24.800000,88.300000,0.900000,0.100000,5.000000,0.400000,0.200000,0.600000,0.400000,1.400000,0.200000,0.300000,0.700000,0.700000,0.500000,0.100000,0.100000,0.100000,0.200000,0.435774,33.823627,2.259271,0.481550,0.000129,0.082633,0.063777,0.119257,0.076692,0.012884,0.007781
E07000079,55,37,66.360203,44.642319,82881,48.400000,51.600000,98.100000,1.900000,0.700000,94.500000,0.600000,0.100000,2.700000,0.200000,0.100000,0.300000,0.200000,0.300000,0.000000,0.000000,0.300000,0.400000,0.200000,0.100000,0.100000,0.000000,0.100000,1.561605,23.433473,1.600448,0.983642,0.000078,0.050132,0.033723,0.088035,0.059720,0.010545,0.005549
E07000080,30,12,36.602774,14.641110,81961,49.100000,50.900000,97.700000,2.300000,1.600000,96.700000,0.300000,0.100000,1.400000,0.200000,0.100000,0.200000,0.100000,0.200000,0.000000,0.000000,0.200000,0.200000,0.100000,0.100000,0.100000,0.000000,0.100000,1.273785,29.359178,1.610456,0.863684,0.000119,0.076708,0.047229,0.113411,0.074923,0.013007,0.007415
E07000081,26,9,21.366117,7.395963,121688,49.400000,50.600000,98.600000,1.400000,30.000000,84.600000,0.700000,0.100000,3.800000,1.800000,0.300000,0.500000,0.500000,2.600000,0.500000,0.400000,0.400000,0.900000,0.900000,1.500000,0.400000,0.100000,0.200000,0.641506,44.270370,2.615893,0.629297,0.000155,0.099974,0.071857,0.150224,0.094131,0.016728,0.009998
E07000082,46,25,40.787735,22.167247,112779,49.200000,50.800000,98.900000,1.100000,2.400000,94.900000,0.500000,0.100000,2.400000,0.300000,0.100000,0.400000,0.300000,0.200000,0.000000,0.000000,0.200000,0.300000,0.100000,0.100000,0.000000,0.000000,0.100000,1.337267,40.991370,2.222128,0.880132,0.000163,0.105082,0.068057,0.153131,0.098325,0.017065,0.009878
E07000083,42,20,51.255141,24.407210,81943,48.900000,51.100000,98.900000,1.100000,2.000000,94.000000,0.600000,0.400000,2.600000,0.400000,0.100000,0.300000,0.200000,0.500000,0.100000,0.100000,0.200000,0.300000,0.200000,0.100000,0.100000,0.000000,0.100000,0.917396,28.618668,1.627537,0.657698,0.000117,0.074923,0.053513,0.104713,0.069932,0.011643,0.006979
E07000084,43,24,25.625898,14.302827,167799,49.500000,50.500000,99.200000,0.800000,2.600000,88.200000,0.800000,0.100000,3.800000,0.600000,0.200000,0.500000,0.300000,1.500000,0.200000,0.200000,0.700000,1.400000,0.800000,0.300000,0.100000,0.100000,0.200000,1.244291,57.299540,3.686784,1.000673,0.000196,0.125831,0.086513,0.200238,0.126079,0.022632,0.013052
E07000085,44,17,38.059650,14.704865,115608,48.600000,51.400000,98.100000,1.900000,2.200000,93.000000,0.600000,0.200000,2.700000,0.300000,0.100000,0.400000,0.300000,0.400000,0.000000,0.100000,0.300000,0.700000,0.300000,0.100000,0.000000,0.100000,0.100000,1.082134,33.207647,2.188841,0.818967,0.000114,0.073117,0.052651,0.125331,0.077025,0.014352,0.007804
E07000086,40,15,31.949137,11.980926,125199,49.000000,51.000000,99.300000,0.700000,15.700000,91.800000,0.500000,0.200000,2.300000,0.300000,0.200000,0.500000,0.400000,1.600000,0.100000,0.200000,0.500000,0.600000,0.300000,0.100000,0.000000,0.200000,0.300000,0.604815,42.887777,2.691916,0.647419,0.000132,0.085131,0.060213,0.149190,0.087421,0.017207,0.009655
E07000087,42,15,37.640817,13.443149,111581,49.000000,51.000000,98.700000,1.300000,15.000000,94.700000,0.400000,0.100000,1.600000,0.300000,0.100000,0.600000,0.200000,0.600000,0.100000,0.100000,0.400000,0.300000,0.200000,0.100000,0.000000,0.100000,0.100000,0.541103,37.557996,2.190584,0.544401,0.000126,0.081273,0.066550,0.130352,0.078346,0.014715,0.008568
E07000088,42,15,50.833918,18.154971,82622,49.300000,50.700000,99.000000,1.000000,32.600000,94.400000,0.400000,0.000000,1.600000,0.300000,0.200000,0.500000,0.300000,0.500000,0.000000,0.200000,0.300000,0.300000,0.400000,0.200000,0.100000,0.100000,0.200000,0.337235,27.486530,1.555557,0.361024,0.000095,0.061181,0.057383,0.094628,0.057045,0.010489,0.006267
E07000089,29,11,31.856579,12.083530,91033,49.600000,50.400000,98.200000,1.800000,4.200000,90.700000,0.700000,0.300000,3.200000,0.300000,0.200000,0.800000,0.300000,1.000000,0.200000,0.100000,0.500000,0.900000,0.300000,0.200000,0.100000,0.100000,0.200000,0.469012,25.646843,1.731498,0.414928,0.000076,0.048916,0.041872,0.087459,0.051773,0.010014,0.005642
E07000090,22,11,18.229426,9.114713,120684,48.600000,51.400000,99.000000,1.000000,21.800000,95.200000,0.400000,0.100000,1.400000,0.300000,0.200000,0.500000,0.300000,0.400000,0.100000,0.100000,0.300000,0.300000,0.200000,0.000000,0.100000,0.100000,0.100000,0.719622,41.049354,2.334722,0.546780,0.000146,0.093727,0.065874,0.152593,0.089697,0.017059,0.009509
E07000091,45,23,25.501241,13.033968,176462,48.000000,52.000000,98.300000,1.700000,2.300000,94.900000,0.500000,0.200000,2.000000,0.200000,0.100000,0.300000,0.200000,0.300000,0.000000,0.100000,0.200000,0.400000,0.200000,0.100000,0.100000,0.000000,0.200000,1.440680,52.260671,3.258510,1.130703,0.000167,0.107428,0.073116,0.188696,0.113046,0.021851,0.011964
E07000092,76,25,81.017408,26.650463,93807,49.800000,50.200000,98.000000,2.000000,24.000000,80.500000,0.800000,0.200000,3.300000,0.700000,0.400000,0.700000,0.500000,1.400000,0.700000,0.200000,0.500000,7.600000,1.200000,0.600000,0.200000,0.100000,0.500000,0.387467,29.000554,1.973602,0.408444,0.000081,0.052011,0.052063,0.097535,0.055818,0.011115,0.006235
E07000093,28,13,24.055396,11.168577,116398,48.900000,51.100000,98.400000,1.600000,1.900000,92.600000,0.500000,0.100000,2.800000,0.300000,0.200000,0.500000,0.300000,0.800000,0.100000,0.100000,0.400000,0.600000,0.200000,0.100000,0.100000,0.100000,0.200000,1.213639,36.944582,2.365795,0.919690,0.000131,0.084098,0.060916,0.132328,0.086088,0.015202,0.008729
E07000094,48,21,41.168146,18.011064,116595,48.600000,51.400000,95.700000,4.300000,1.800000,91.800000,0.600000,0.200000,3.000000,0.300000,0.200000,0.600000,0.400000,0.600000,0.100000,0.200000,0.600000,0.800000,0.200000,0.100000,0.100000,0.100000,0.200000,1.200544,27.678769,1.946506,0.879046,0.000079,0.050852,0.045664,0.096991,0.060062,0.011430,0.006091
E07000095,41,16,43.799207,17.092374,93609,48.500000,51.500000,99.600000,0.400000,18.200000,80.800000,1.400000,0.200000,7.900000,0.800000,0.300000,0.500000,0.600000,0.900000,0.200000,0.200000,0.300000,0.800000,2.400000,1.400000,0.400000,0.100000,0.700000,0.470427,28.872431,2.022030,0.425605,0.000069,0.044369,0.032481,0.106626,0.055872,0.012844,0.006331
E07000096,40,16,27.615346,11.046138,144847,49.200000,50.800000,98.600000,1.400000,6.800000,86.000000,1.300000,0.200000,3.400000,0.700000,0.300000,0.700000,0.500000,1.600000,1.400000,0.200000,0.500000,0.900000,1.400000,0.500000,0.200000,0.100000,0.200000,0.653366,41.157944,2.982602,0.678429,0.000110,0.070493,0.051017,0.143409,0.081668,0.016812,0.008955
E07000098,56,23,55.982645,22.992872,100031,48.300000,51.700000,98.400000,1.600000,9.900000,75.700000,2.100000,0.200000,7.000000,0.700000,0.400000,0.900000,0.700000,3.700000,0.500000,0.200000,0.900000,2.100000,3.000000,0.600000,0.400000,0.200000,0.800000,0.302147,23.492293,1.892069,0.384806,0.000050,0.032350,0.026228,0.079698,0.042932,0.009421,0.004783
E07000099,72,38,56.642069,29.894425,127114,49.100000,50.900000,99.000000,1.000000,3.400000,84.900000,1.100000,0.000000,3.500000,1.200000,0.200000,0.700000,0.500000,2.700000,0.300000,0.400000,0.600000,1.300000,0.700000,1.100000,0.200000,0.100000,0.400000,0.748595,39.901142,2.619275,0.691462,0.000148,0.095467,0.061082,0.146443,0.092089,0.016405,0.009550
E07000102,51,16,58.407870,18.324038,87317,48.500000,51.500000,98.900000,1.100000,9.800000,79.700000,2.000000,0.100000,4.500000,0.600000,0.200000,0.900000,0.600000,6.000000,0.700000,0.200000,0.700000,1.600000,1.000000,0.700000,0.200000,0.100000,0.300000,0.360385,21.975344,1.613166,0.355268,0.000051,0.032636,0.027313,0.079036,0.041027,0.009346,0.004654
E07000103,38,17,42.081483,18.825927,90301,49.600000,50.400000,99.200000,0.800000,42.100000,61.900000,2.300000,0.100000,7.700000,1.100000,0.500000,1.000000,0.800000,5.500000,6.700000,0.400000,0.900000,4.400000,3.500000,1.700000,0.600000,0.300000,0.600000,0.317836,26.411121,1.925924,0.398240,0.000059,0.038103,0.029298,0.083568,0.046464,0.009906,0.005390
